stationId,stationName,scheduledDeparture,expectedDeparture,actualDeparture,delaySeconds,isDelayed,destination,lineId,lineName,lineCode,transportMode,serviceJourneyId,realtime,delaySource,cancellation,situationSummary,situationDescription,situationReportType,situationSeverity,scrapedAt
NSR:StopPlace:59643,Grefsen stasjon,2026-06-13T13:34:00+02:00,2026-06-13T15:39:20+02:00,2026-06-13T15:39:20+02:00,7520.0,1,Simensbråten,RUT:Line:23,Lysaker - Simensbråten,23,bus,RUT:ServiceJourney:844f469296670c5dba60ec63720ce430,True,actual,False,,,,,2026-06-13T18:02:12.691037+02:00
NSR:StopPlace:59649,Nydalen stasjon,2026-06-13T13:31:00+02:00,2026-06-13T15:22:23+02:00,2026-06-13T15:22:23+02:00,6683.0,1,Simensbråten,RUT:Line:23,Lysaker - Simensbråten,23,bus,RUT:ServiceJourney:844f469296670c5dba60ec63720ce430,True,actual,False,,,,,2026-06-13T18:02:12.691037+02:00
NSR:StopPlace:59643,Grefsen stasjon,2026-06-13T13:04:00+02:00,2026-06-13T14:41:38+02:00,2026-06-13T14:41:38+02:00,5858.0,1,Simensbråten,RUT:Line:23,Lysaker - Simensbråten,23,bus,RUT:ServiceJourney:f6ba1398a61965916fa60f49c387491e,True,actual,False,,,,,2026-06-13T18:02:12.691037+02:00
NSR:StopPlace:59643,Grefsen stasjon,2026-06-13T15:04:00+02:00,2026-06-13T16:41:14+02:00,2026-06-13T16:41:14+02:00,5834.0,1,Simensbråten,RUT:Line:23,Lysaker - Simensbråten,23,bus,RUT:ServiceJourney:3f38b62add0ae2460140e3cdd5c8162d,True,actual,False,,,,,2026-06-13T18:02:12.691037+02:00
NSR:StopPlace:59649,Nydalen stasjon,2026-06-13T15:01:00+02:00,2026-06-13T16:37:40+02:00,2026-06-13T16:37:40+02:00,5800.0,1,Simensbråten,RUT:Line:23,Lysaker - Simensbråten,23,bus,RUT:ServiceJourney:3f38b62add0ae2460140e3cdd5c8162d,True,actual,False,,,,,2026-06-13T18:02:12.691037+02:00
NSR:StopPlace:59643,Grefsen stasjon,2026-06-13T13:19:00+02:00,2026-06-13T14:55:14+02:00,2026-06-13T14:55:14+02:00,5774.0,1,Simensbråten,RUT:Line:23,Lysaker - Simensbråten,23,bus,RUT:ServiceJourney:a6e037dfdf6d43cb33697aee815b58d9,True,actual,False,,,,,2026-06-13T18:02:12.691037+02:00
NSR:StopPlace:59651,Skøyen stasjon,2026-06-13T23:41:00+02:00,2026-06-14T01:15:16+02:00,2026-06-14T01:15:16+02:00,5656.0,1,Skøyen,RUT:Line:3013,Buss for linje 13,13B,bus,RUT:ServiceJourney:a5163f14fa1eb964d4133114933812a8,True,actual,False,Linje 13: Buss for trikk mellom Thune og Lilleaker ,Vi kjører buss for trikk (linje 13B) mellom Thune og Lilleaker. Bussen stopper ikke på Sollerud. 13B betjener Thune fra midlertidig holdeplass i Drammensveien,incident,normal,2026-06-14T01:32:04.197568+02:00
NSR:StopPlace:59651,Skøyen stasjon,2026-06-13T16:56:00+02:00,2026-06-13T18:28:48+02:00,2026-06-13T18:28:48+02:00,5568.0,1,Skøyen,RUT:Line:3013,Buss for linje 13,13B,bus,RUT:ServiceJourney:fe9a51d4bbc59e335350b85510e4073d,True,actual,False,Linje 13: Buss for trikk mellom Thune og Lilleaker ,Vi kjører buss for trikk (linje 13B) mellom Thune og Lilleaker. Bussen stopper ikke på Sollerud. 13B betjener Thune fra midlertidig holdeplass i Drammensveien,incident,normal,2026-06-13T22:02:15.942187+02:00
NSR:StopPlace:58856,Lysaker stasjon,2026-06-13T16:45:00+02:00,2026-06-13T18:16:43+02:00,2026-06-13T18:16:43+02:00,5503.0,1,Tjuvholmen,RUT:Line:42,Voksen skog - Tjuvholmen,42,bus,RUT:ServiceJourney:51246ab76da90dd09b970a460cb963b6,True,actual,False,,,,,2026-06-13T22:02:15.942187+02:00
NSR:StopPlace:58856,Lysaker stasjon,2026-06-13T23:30:00+02:00,2026-06-14T01:01:06+02:00,2026-06-14T01:01:06+02:00,5466.0,1,Tjuvholmen,RUT:Line:42,Voksen skog - Tjuvholmen,42,bus,RUT:ServiceJourney:fecc76fed77a91e5636821337dc00486,True,actual,False,,,,,2026-06-14T01:21:49.660009+02:00
NSR:StopPlace:58856,Lysaker stasjon,2026-06-13T17:00:00+02:00,2026-06-13T18:31:06+02:00,2026-06-13T18:31:06+02:00,5466.0,1,Tjuvholmen,RUT:Line:42,Voksen skog - Tjuvholmen,42,bus,RUT:ServiceJourney:8e47e83cabe9b7cd1cf271375d5b5c0f,True,actual,False,,,,,2026-06-13T22:02:15.942187+02:00
NSR:StopPlace:58856,Lysaker stasjon,2026-06-13T16:30:00+02:00,2026-06-13T18:01:01+02:00,2026-06-13T18:01:01+02:00,5461.0,1,Tjuvholmen,RUT:Line:42,Voksen skog - Tjuvholmen,42,bus,RUT:ServiceJourney:709b0efa63f600e225ec725722dab98c,True,actual,False,,,,,2026-06-13T21:51:45.709522+02:00
