stationId,stationName,scheduledDeparture,expectedDeparture,actualDeparture,delaySeconds,isDelayed,destination,lineId,lineName,lineCode,transportMode,serviceJourneyId,realtime,delaySource,cancellation,situationSummary,situationDescription,situationReportType,situationSeverity,scrapedAt
NSR:StopPlace:58833,Gol stasjon,2026-06-24T19:27:00+02:00,2026-06-24T20:35:43+02:00,2026-06-24T20:35:43+02:00,4123.0,1,Bergen,VYG:Line:F4,Oslo S-Bergen,F4,rail,VYG:ServiceJourney:67-LOD_444379-R,True,actual,False,Forsinket,Toget kjørte 9 minutter forsinket fra Oslo S. Vi jobber med å gjøre toget klart til avgang.,incident,normal,2026-06-24T23:11:55.819759+02:00
NSR:StopPlace:58841,Ål stasjon,2026-06-24T19:48:00+02:00,2026-06-24T20:56:17+02:00,2026-06-24T20:56:17+02:00,4097.0,1,Bergen,VYG:Line:F4,Oslo S-Bergen,F4,rail,VYG:ServiceJourney:67-LOD_444379-R,True,actual,False,Forsinket,Toget kjørte 9 minutter forsinket fra Oslo S. Vi jobber med å gjøre toget klart til avgang.,incident,normal,2026-06-24T23:11:55.819759+02:00
NSR:StopPlace:58921,Vennesla stasjon,2026-06-24T13:44:00+02:00,2026-06-24T14:50:17+02:00,2026-06-24T14:50:17+02:00,3977.0,1,Stavanger,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:709-LOD_63237-R,True,actual,False,,,,,2026-06-24T18:42:07.343351+02:00
NSR:StopPlace:58917,Marnardal stasjon,2026-06-24T14:45:00+02:00,2026-06-24T15:51:14+02:00,2026-06-24T15:51:14+02:00,3974.0,1,Stavanger,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:709-LOD_63237-R,True,actual,False,,,,,2026-06-24T19:41:52.522940+02:00
NSR:StopPlace:71,Hallingskeid stasjon,2026-06-24T21:01:00+02:00,2026-06-24T22:06:34+02:00,2026-06-24T22:06:34+02:00,3934.0,1,Bergen,VYG:Line:F4,Oslo S-Bergen,F4,rail,VYG:ServiceJourney:67-LOD_444379-R,True,actual,False,Forsinket | Toget kjører igjen,Toget kjørte 9 minutter forsinket fra Oslo S. Vi jobber med å gjøre toget klart til avgang. | Toget kjører igjen etter tidligere stans på Gol.,incident | general,normal | normal,2026-06-24T23:11:55.819759+02:00
NSR:StopPlace:200,Finse stasjon,2026-06-24T20:49:00+02:00,2026-06-24T21:54:29+02:00,2026-06-24T21:54:29+02:00,3929.0,1,Bergen,VYG:Line:F4,Oslo S-Bergen,F4,rail,VYG:ServiceJourney:67-LOD_444379-R,True,actual,False,Forsinket | Toget kjører igjen,Toget kjørte 9 minutter forsinket fra Oslo S. Vi jobber med å gjøre toget klart til avgang. | Toget kjører igjen etter tidligere stans på Gol.,incident | general,normal | normal,2026-06-24T23:11:55.819759+02:00
NSR:StopPlace:58832,Geilo stasjon,2026-06-24T20:11:00+02:00,2026-06-24T21:15:26+02:00,2026-06-24T21:15:26+02:00,3866.0,1,Bergen,VYG:Line:F4,Oslo S-Bergen,F4,rail,VYG:ServiceJourney:67-LOD_444379-R,True,actual,False,Forsinket | Toget kjører igjen,Toget kjørte 9 minutter forsinket fra Oslo S. Vi jobber med å gjøre toget klart til avgang. | Toget kjører igjen etter tidligere stans på Gol.,incident | general,normal | normal,2026-06-24T23:11:55.819759+02:00
NSR:StopPlace:358,Ustaoset stasjon,2026-06-24T20:22:00+02:00,2026-06-24T21:25:53+02:00,2026-06-24T21:25:53+02:00,3833.0,1,Bergen,VYG:Line:F4,Oslo S-Bergen,F4,rail,VYG:ServiceJourney:67-LOD_444379-R,True,actual,False,Forsinket | Toget kjører igjen,Toget kjørte 9 minutter forsinket fra Oslo S. Vi jobber med å gjøre toget klart til avgang. | Toget kjører igjen etter tidligere stans på Gol.,incident | general,normal | normal,2026-06-24T23:11:55.819759+02:00
NSR:StopPlace:61608,Kristiansand stasjon,2026-06-24T14:14:00+02:00,2026-06-24T15:17:18+02:00,2026-06-24T15:17:18+02:00,3798.0,1,Stavanger,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:709-LOD_63237-R,True,actual,False,,,,,2026-06-24T19:12:05.902240+02:00
NSR:StopPlace:58918,Nodeland stasjon,2026-06-24T14:24:00+02:00,2026-06-24T15:27:12+02:00,2026-06-24T15:27:12+02:00,3792.0,1,Stavanger,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:709-LOD_63237-R,True,actual,False,,,,,2026-06-24T19:21:59.410105+02:00
NSR:StopPlace:58919,Sira stasjon,2026-06-24T15:42:00+02:00,2026-06-24T16:45:09+02:00,2026-06-24T16:45:09+02:00,3789.0,1,Stavanger,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:709-LOD_63237-R,True,actual,False,,,,,2026-06-24T19:51:56.469779+02:00
NSR:StopPlace:61336,Trollhättan Centralstation,2026-06-24T17:11:00+02:00,2026-06-24T18:14:08+02:00,2026-06-24T18:14:08+02:00,3788.0,1,Göteborg C,VYG:Line:RE20,Oslo S-Halden-Göteborg-Malmö (X-Border),RE20,rail,VYG:ServiceJourney:119-391_448323-R,True,actual,False,,,general,normal,2026-06-24T19:51:56.469779+02:00
NSR:StopPlace:59092,Gyland stasjon,2026-06-24T15:29:00+02:00,2026-06-24T16:31:59+02:00,2026-06-24T16:31:59+02:00,3779.0,1,Stavanger,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:709-LOD_63237-R,True,actual,False,,,,,2026-06-24T19:51:56.469779+02:00
NSR:StopPlace:58826,Reinsvoll stasjon,2026-06-24T20:50:00+02:00,2026-06-24T21:52:37+02:00,2026-06-24T21:52:37+02:00,3757.0,1,Lena,INN:Line:47,Lena-Kapp-Gjøvik-Raufoss-Lena,B47,bus,INN:ServiceJourney:76679,True,actual,False,,,,,2026-06-24T22:32:17.022609+02:00
NSR:StopPlace:58825,Raufoss stasjon,2026-06-24T20:41:00+02:00,2026-06-24T21:43:09+02:00,2026-06-24T21:43:09+02:00,3729.0,1,Lena,INN:Line:47,Lena-Kapp-Gjøvik-Raufoss-Lena,B47,bus,INN:ServiceJourney:76679,True,actual,False,,,,,2026-06-24T22:32:17.022609+02:00
NSR:StopPlace:59091,Storekvina stasjon,2026-06-24T15:23:00+02:00,2026-06-24T16:24:59+02:00,2026-06-24T16:24:59+02:00,3719.0,1,Stavanger,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:709-LOD_63237-R,True,actual,False,,,,,2026-06-24T19:51:56.469779+02:00
NSR:StopPlace:58920,Snartemo stasjon,2026-06-24T15:11:00+02:00,2026-06-24T16:12:59+02:00,2026-06-24T16:12:59+02:00,3719.0,1,Stavanger,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:709-LOD_63237-R,True,actual,False,,,,,2026-06-24T19:51:56.469779+02:00
NSR:StopPlace:58892,Audnedal stasjon,2026-06-24T15:04:00+02:00,2026-06-24T16:05:52+02:00,2026-06-24T16:05:52+02:00,3712.0,1,Stavanger,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:709-LOD_63237-R,True,actual,False,,,,,2026-06-24T19:51:56.469779+02:00
NSR:StopPlace:59658,Moi stasjon,2026-06-24T15:52:00+02:00,2026-06-24T16:52:58+02:00,2026-06-24T16:52:58+02:00,3658.0,1,Stavanger,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:709-LOD_63237-R,True,actual,False,,,,,2026-06-24T19:51:56.469779+02:00
NSR:StopPlace:222,Myrdal stasjon,2026-06-24T21:19:00+02:00,2026-06-24T22:18:47+02:00,2026-06-24T22:18:47+02:00,3587.0,1,Bergen,VYG:Line:F4,Oslo S-Bergen,F4,rail,VYG:ServiceJourney:67-LOD_444379-R,True,actual,False,Forsinket | Toget kjører igjen,Toget kjørte 9 minutter forsinket fra Oslo S. Vi jobber med å gjøre toget klart til avgang. | Toget kjører igjen etter tidligere stans på Gol.,incident | general,normal | normal,2026-06-24T23:11:55.819759+02:00
NSR:StopPlace:58799,Rygge stasjon,2026-06-24T16:23:00+02:00,2026-06-24T17:21:46+02:00,2026-06-24T17:21:46+02:00,3526.0,1,Larkollen,OST:Line:1_200,Moss-Larkollen,200,bus,OST:ServiceJourney:200_251111070503655_11,True,actual,False,,,,,2026-06-24T18:02:40.345304+02:00
NSR:StopPlace:58919,Sira stasjon,2026-06-24T19:18:00+02:00,2026-06-24T20:15:39+02:00,2026-06-24T20:15:39+02:00,3459.0,1,Stavanger,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:713-LOD_68191-R,True,actual,False,,,,,2026-06-24T22:21:59.708466+02:00
NSR:StopPlace:59658,Moi stasjon,2026-06-24T19:26:00+02:00,2026-06-24T20:22:51+02:00,2026-06-24T20:22:51+02:00,3411.0,1,Stavanger,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:713-LOD_68191-R,True,actual,False,,,,,2026-06-24T22:21:59.708466+02:00
NSR:StopPlace:58835,Lier stasjon,2026-06-24T13:17:00+02:00,2026-06-24T14:12:38+02:00,2026-06-24T14:12:38+02:00,3338.0,1,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,R13,rail,VYG:ServiceJourney:1630_443277-R,True,actual,False,Forsinket,Toget kjørte 20 minutter forsinket fra Jessheim. Dette skyldes en tidligere stans.,incident,normal,2026-06-24T14:32:12.925163+02:00
NSR:StopPlace:58926,Dale stasjon,2026-06-24T22:35:00+02:00,2026-06-24T23:30:24+02:00,2026-06-24T23:30:24+02:00,3324.0,1,Bergen,VYG:Line:F4,Oslo S-Bergen,F4,rail,VYG:ServiceJourney:67-LOD_444379-R,True,actual,False,Forsinket,Toget kjørte 9 minutter forsinket fra Oslo S. Vi jobber med å gjøre toget klart til avgang.,incident,normal,2026-06-24T23:52:03.838568+02:00
NSR:StopPlace:58948,Stjørdal stasjon,2026-06-24T05:30:00+02:00,2026-06-24T06:25:20+02:00,2026-06-24T06:25:20+02:00,3320.0,1,Trondheim,ATB:Line:2_311,Stjørdal - Trondheim,311,bus,ATB:ServiceJourney:311_260423123354205_4,True,actual,False,,,,,2026-06-24T09:11:53.210505+02:00
NSR:StopPlace:59244,Egersund stasjon,2026-06-24T16:35:00+02:00,2026-06-24T17:30:15+02:00,2026-06-24T17:30:15+02:00,3315.0,1,Stavanger,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:709-LOD_63237-R,True,actual,False,,,,,2026-06-24T19:51:56.469779+02:00
NSR:StopPlace:59092,Gyland stasjon,2026-06-24T19:06:00+02:00,2026-06-24T20:01:06+02:00,2026-06-24T20:01:06+02:00,3306.0,1,Stavanger,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:713-LOD_68191-R,True,actual,False,,,,,2026-06-24T22:12:02.541136+02:00
NSR:StopPlace:58830,Brakerøya stasjon,2026-06-24T13:21:00+02:00,2026-06-24T14:15:57+02:00,2026-06-24T14:15:57+02:00,3297.0,1,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,R13,rail,VYG:ServiceJourney:1630_443277-R,True,actual,False,Forsinket,Toget kjørte 20 minutter forsinket fra Jessheim. Dette skyldes en tidligere stans.,incident,normal,2026-06-24T14:32:12.925163+02:00
NSR:StopPlace:58847,Frogner stasjon,2026-06-24T12:21:00+02:00,2026-06-24T13:15:52+02:00,2026-06-24T13:15:52+02:00,3292.0,1,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,R13,rail,VYG:ServiceJourney:1630_443277-R,True,actual,False,Forsinket,Toget kjørte 20 minutter forsinket fra Jessheim. Dette skyldes en tidligere stans.,incident,normal,2026-06-24T14:32:12.925163+02:00
NSR:StopPlace:58855,Leirsund stasjon,2026-06-24T12:25:00+02:00,2026-06-24T13:19:39+02:00,2026-06-24T13:19:39+02:00,3279.0,1,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,R13,rail,VYG:ServiceJourney:1630_443277-R,True,actual,False,Forsinket,Toget kjørte 20 minutter forsinket fra Jessheim. Dette skyldes en tidligere stans.,incident,normal,2026-06-24T14:32:12.925163+02:00
NSR:StopPlace:58892,Audnedal stasjon,2026-06-24T18:40:00+02:00,2026-06-24T19:34:22+02:00,2026-06-24T19:34:22+02:00,3262.0,1,Stavanger,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:713-LOD_68191-R,True,actual,False,,,,,2026-06-24T22:21:59.708466+02:00
NSR:StopPlace:62094,Lindeberg stasjon,2026-06-24T12:18:00+02:00,2026-06-24T13:12:11+02:00,2026-06-24T13:12:11+02:00,3251.0,1,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,R13,rail,VYG:ServiceJourney:1630_443277-R,True,actual,False,Forsinket,Toget kjørte 20 minutter forsinket fra Jessheim. Dette skyldes en tidligere stans.,incident,normal,2026-06-24T14:32:12.925163+02:00
