stationId,stationName,scheduledDeparture,expectedDeparture,actualDeparture,delaySeconds,isDelayed,destination,lineId,lineName,lineCode,transportMode,serviceJourneyId,realtime,delaySource,scrapedAt
NSR:StopPlace:59872,Oslo S,2026-04-25T01:11:00+02:00,2026-04-25T01:11:17+02:00,2026-04-25T01:11:17+02:00,17.0,1,Drammen,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,L1,rail,VYG:ServiceJourney:2281_443719-R,True,actual,2026-04-25T03:06:14.608358+02:00
NSR:StopPlace:59646,Høvik stasjon,2026-04-25T01:26:00+02:00,2026-04-25T01:26:28+02:00,2026-04-25T01:26:28+02:00,28.0,1,Drammen,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,L1,rail,VYG:ServiceJourney:2281_443719-R,True,actual,2026-04-25T03:06:14.608358+02:00
NSR:StopPlace:59648,Kjelsås stasjon,2026-04-25T01:10:00+02:00,2026-04-25T01:11:58+02:00,2026-04-25T01:11:58+02:00,118.0,1,Kværnerbyen,RUT:Line:54,Kværnerbyen - Kjelsås stasjon,54,bus,RUT:ServiceJourney:4325fef929a66a14ba5630c37af15060,True,actual,2026-04-25T03:06:14.608358+02:00
NSR:StopPlace:59648,Kjelsås stasjon,2026-04-25T01:18:00+02:00,2026-04-25T01:20:17+02:00,2026-04-25T01:20:17+02:00,137.0,1,Majorstuen,RUT:Line:3911,Majorstuen - Kjelsås,11N,bus,RUT:ServiceJourney:d7cd76a2443449fd03f091f8c3353b69,True,actual,2026-04-25T03:06:14.608358+02:00
NSR:StopPlace:59648,Kjelsås stasjon,2026-04-25T01:33:00+02:00,2026-04-25T01:36:24+02:00,2026-04-25T01:36:24+02:00,204.0,1,Majorstuen,RUT:Line:3912,Majorstuen - Kjelsås,12N,bus,RUT:ServiceJourney:f433b3e826852b1639870ca4e82350f9,True,actual,2026-04-25T03:06:14.608358+02:00
NSR:StopPlace:59648,Kjelsås stasjon,2026-04-25T01:40:00+02:00,2026-04-25T01:40:52+02:00,2026-04-25T01:40:52+02:00,52.0,1,Kværnerbyen,RUT:Line:54,Kværnerbyen - Kjelsås stasjon,54,bus,RUT:ServiceJourney:1fea23291844105b9b9e30fb1c07d232,True,actual,2026-04-25T03:06:14.608358+02:00
NSR:StopPlace:59648,Kjelsås stasjon,2026-04-25T01:48:00+02:00,2026-04-25T01:49:40+02:00,2026-04-25T01:49:40+02:00,100.0,1,Majorstuen,RUT:Line:3911,Majorstuen - Kjelsås,11N,bus,RUT:ServiceJourney:9da9865e57a73ae7209d44a69aa9b343,True,actual,2026-04-25T03:06:14.608358+02:00
NSR:StopPlace:59650,Nyland stasjon,2026-04-25T01:53:00+02:00,2026-04-25T01:53:32+02:00,2026-04-25T01:53:32+02:00,32.0,1,Jernbanetorget,RUT:Line:3905,Jernbanetorget - Vestli T,5N,bus,RUT:ServiceJourney:e4da31474d2aaf1f4af3f83c6402b97d,True,actual,2026-04-25T03:06:14.608358+02:00
NSR:StopPlace:59651,Skøyen stasjon,2026-04-25T01:17:00+02:00,2026-04-25T01:17:13+02:00,2026-04-25T01:17:13+02:00,13.0,1,Drammen,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,L1,rail,VYG:ServiceJourney:2281_443719-R,True,actual,2026-04-25T03:06:14.608358+02:00
NSR:StopPlace:59651,Skøyen stasjon,2026-04-25T01:16:00+02:00,2026-04-25T01:20:11+02:00,2026-04-25T01:20:11+02:00,251.0,1,Grorud T,RUT:Line:31,Snarøya - Fornebu - Tonsenhagen - Grorud,31,bus,RUT:ServiceJourney:0d6b8f1f403577cddfc632ad1185868b,True,actual,2026-04-25T03:06:14.608358+02:00
NSR:StopPlace:59651,Skøyen stasjon,2026-04-25T01:47:00+02:00,2026-04-25T01:47:21+02:00,2026-04-25T01:47:21+02:00,21.0,1,Helsfyr T,RUT:Line:20,Skøyen - Galgeberg,20,bus,RUT:ServiceJourney:b6e708302572aa47bdd4dc6d21cf6073,True,actual,2026-04-25T03:06:14.608358+02:00
NSR:StopPlace:59651,Skøyen stasjon,2026-04-25T01:46:00+02:00,2026-04-25T01:47:42+02:00,2026-04-25T01:47:42+02:00,102.0,1,Grorud T,RUT:Line:31,Snarøya - Fornebu - Tonsenhagen - Grorud,31,bus,RUT:ServiceJourney:26b47a1d36378d3fb0578855cfcdf651,True,actual,2026-04-25T03:06:14.608358+02:00
NSR:StopPlace:59654,Stabekk stasjon,2026-04-25T01:24:00+02:00,2026-04-25T01:24:07+02:00,2026-04-25T01:24:07+02:00,7.0,1,Drammen,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,L1,rail,VYG:ServiceJourney:2281_443719-R,True,actual,2026-04-25T03:06:14.608358+02:00
